"area_symbol","county_name","state_name","x_centroid","y_centroid","soil_quality","carbon","water","Year","State","% Excellent_1","% Good_1","% Fair_1","% Poor_1","% Very Poor_1","% Excellent_2","% Good_2","% Fair_2","% Poor_2","% Very Poor_2","% Excellent_3","% Good_3","% Fair_3","% Poor_3","% Very Poor_3","% Excellent_4","% Good_4","% Fair_4","% Poor_4","% Very Poor_4","% Excellent_5","% Good_5","% Fair_5","% Poor_5","% Very Poor_5","% Excellent_6","% Good_6","% Fair_6","% Poor_6","% Very Poor_6","% Excellent_7","% Good_7","% Fair_7","% Poor_7","% Very Poor_7","% Excellent_8","% Good_8","% Fair_8","% Poor_8","% Very Poor_8","% Excellent_9","% Good_9","% Fair_9","% Poor_9","% Very Poor_9","% Excellent_10","% Good_10","% Fair_10","% Poor_10","% Very Poor_10","% Excellent_11","% Good_11","% Fair_11","% Poor_11","% Very Poor_11","% Excellent_12","% Good_12","% Fair_12","% Poor_12","% Very Poor_12","% Excellent_13","% Good_13","% Fair_13","% Poor_13","% Very Poor_13","% Excellent_14","% Good_14","% Fair_14","% Poor_14","% Very Poor_14","% Excellent_15","% Good_15","% Fair_15","% Poor_15","% Very Poor_15","% Excellent_16","% Good_16","% Fair_16","% Poor_16","% Very Poor_16","% Excellent_17","% Good_17","% Fair_17","% Poor_17","% Very Poor_17","% Excellent_18","% Good_18","% Fair_18","% Poor_18","% Very Poor_18","% Excellent_19","% Good_19","% Fair_19","% Poor_19","% Very Poor_19","% Excellent_20","% Good_20","% Fair_20","% Poor_20","% Very Poor_20","% Excellent_21","% Good_21","% Fair_21","% Poor_21","% Very Poor_21","% Excellent_22","% Good_22","% Fair_22","% Poor_22","% Very Poor_22","% Excellent_23","% Good_23","% Fair_23","% Poor_23","% Very Poor_23","Temperature_0.0","Temperature_1.0","Temperature_2.0","Temperature_3.0","Temperature_4.0","Temperature_5.0","Temperature_6.0","Temperature_7.0","Temperature_8.0","Temperature_9.0","Temperature_10.0","Temperature_11.0","Temperature_12.0","Temperature_13.0","Temperature_14.0","Temperature_15.0","Temperature_16.0","Temperature_17.0","Temperature_18.0","Temperature_19.0","Temperature_20.0","Vegetation_0.0","Vegetation_1.0","Vegetation_2.0","Vegetation_3.0","Vegetation_4.0","Vegetation_5.0","Vegetation_6.0","Vegetation_7.0","Vegetation_8.0","Vegetation_9.0","Vegetation_10.0","Vegetation_11.0","Vegetation_12.0","Vegetation_13.0","Vegetation_14.0","Vegetation_15.0","Vegetation_16.0","Vegetation_17.0","Vegetation_18.0","Vegetation_19.0","Vegetation_20.0","Yield","area_harvested"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2001","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.63897415","76.48264821","37.79571609","35.93621319","61.00403015","17.05427988","32.20953852","8.490464401","26.5644781","50.92870035","11.19119819","14.63975734","58.30549656","44.62348193","40.89560881","52.25866531","41.21230317","3.34733582","79.14173455","74.79102956","30.56728837","0.992951828","-0.293260225","-0.035295572","-0.205629181","-0.622878833","0.260279773","-0.451039217","-0.216925572","-0.308637684","0.407811191","-0.884107451","-0.494340291","-0.560452724","-0.73736217","-0.152052904","0.155283885","0.188442808","0.106896806","0.554408095","-0.903264263","0.398076117","","800"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2002","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.983526841","19.16539891","14.30231999","56.29825945","72.59229639","51.1236355","64.78654527","62.6336706","69.53279544","42.98860501","45.66348334","69.95981196","66.96777865","10.49173276","43.80981876","31.00158081","53.81844251","25.00959105","46.39245244","56.72932876","7.479637437","-0.703149555","-0.747620654","0.549511509","-0.481182555","0.123450397","-0.568716917","-0.721176875","0.953529204","-0.501019345","0.629753742","0.54941468","-0.436961959","0.509669684","0.829860016","0.263780771","-0.081567603","-0.504803739","0.729824463","0.336863575","0.314662926","0.240371804","","300"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2003","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.14396934","72.01454644","25.37890827","79.39780196","38.36886506","70.28662744","51.46851665","1.476622785","21.4381698","52.4634791","29.65873203","79.79458442","78.3468438","31.15701092","72.64837525","29.86400794","42.89591171","13.449581","15.18247426","49.14114384","34.68608102","-0.700790552","-0.853063304","-0.803725543","0.975961772","0.682420039","0.606613832","-0.672868891","-0.859526567","0.093204204","0.368642587","-0.476272919","0.159744892","0.538078135","0.01175313","-0.504793264","-0.373605233","-0.802563728","-0.296021162","-0.787055729","0.03783999","0.974123628","","800"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2004","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.43965061","21.15937594","49.5817291","55.50118495","47.29136368","55.18485459","26.0946801","64.68511825","22.93703932","60.17216599","19.24484601","6.69812903","53.16472748","37.94292085","43.20463354","13.66447748","24.94264042","40.15607109","20.47222188","24.8595528","63.46398445","-0.44913956","0.386573379","0.82562648","-0.996398117","0.972991633","0.049672816","-0.039240933","-0.081529994","-0.887070645","-0.888567641","-0.266380848","0.600273448","-0.137306085","-0.111002571","0.691291389","-0.189919088","-0.019205306","0.486619708","0.999568417","0.020462802","-0.131175724","","700"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2005","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.43378167","55.12090839","50.82684342","54.97318874","42.79235994","59.68541325","65.73363436","45.4305922","71.5577759","61.90383472","33.56928199","69.43434716","66.08646457","69.20530733","61.01910776","43.54891078","78.28041754","38.52980775","30.8736342","43.26070887","14.17917539","0.647382448","-0.904378388","0.723247615","-0.086257736","-0.081288681","-0.191855472","0.256994041","0.382604509","0.495381425","0.920760157","-0.746122925","0.806165502","0.059673904","0.737042223","0.990059193","0.482946215","-0.81390412","-0.377397798","-0.80243504","-0.082238029","0.116458473","","300"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2006","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.36491022","43.62179287","34.55865998","62.79603488","65.4639932","10.99890472","77.65214315","25.41414658","20.85887131","3.350658547","16.73546949","45.93697531","10.46627003","51.52098856","34.90483753","55.41895375","17.0230119","38.51880791","68.5543555","10.61668622","75.49220857","-0.025790832","-0.642316677","0.018031274","0.086397411","-0.91326423","0.958965139","-0.373698607","0.717854836","0.361281278","-0.694904567","0.270197173","0.518274464","-0.880890709","0.305532953","0.09812191","0.148064505","0.193332929","-0.635071864","-0.403722203","0.228541672","0.571984289","","700"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2007","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.67624287","61.01375253","24.57770511","45.25813508","21.83043048","18.39221489","59.78308295","60.80533165","54.27221874","52.67626168","43.28894012","13.5939011","71.15812872","18.06118993","57.04353027","26.42648726","57.54374814","10.1809043","42.35315875","12.09236479","15.54856807","-0.87281101","0.027610228","-0.917657968","-0.47464564","0.064471087","0.020996546","-0.025085963","-0.856885986","0.014859359","-0.945367385","0.617874884","0.813625282","-0.697784428","-0.99726746","0.163095293","0.87219439","0.092052775","-0.181242311","0.218738789","-0.59824045","0.337115133","","0"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2008","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.23891951","45.43198458","23.6302048","23.73380829","16.51737246","32.78381261","67.30550492","10.28264775","17.30984402","51.66408088","61.34080061","43.69834175","5.666035445","30.21707407","43.74522","74.06757453","70.74781955","63.46149403","73.86089315","43.83941646","46.98165388","0.761823903","-0.749341478","0.862458564","-0.509663017","0.594968917","0.763976679","0.668803139","0.678046382","0.90711371","-0.864679031","0.792730149","-0.862206612","-0.778530465","-0.407713088","-0.84275325","-0.788624345","-0.568701037","-0.266594536","0.015981289","0.942097605","-0.460623557","","300"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2009","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.0522015","29.67151833","74.42078254","44.07501366","20.13260952","38.42613299","31.17028793","14.52147266","60.87859367","19.78805735","1.986385462","79.33504261","39.11372572","20.94032575","39.97074287","6.698259931","5.410564062","72.4700261","6.338779586","58.75943557","20.54735394","0.737806704","0.064218566","0.19528902","0.991274158","-0.020122283","0.566617113","-0.34442292","0.662350548","-0.366260211","-0.061944824","-0.942197589","0.243864351","-0.513351832","-0.474916091","0.418476352","-0.481631602","0.731339819","-0.477527594","-0.069435403","0.034070719","0.863588418","","700"
"FL033","Escambia County","Florida","824669.8039","880793.48","1948896768","172.0702918","859.0935604","2010","FLORIDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7900844","50.45390142","34.62012946","21.67963019","38.42477285","13.99518797","65.79642133","46.81789164","26.37492744","17.5632076","76.43317319","77.38752583","64.53774895","52.57689089","67.23910177","2.232624056","20.05053404","56.3350158","42.71044233","27.16068699","18.93516794","0.31735832","0.815057317","0.571221075","-0.680611876","-0.242786144","0.850903342","0.428706701","0.942103395","0.342937433","0.733419152","-0.178730376","-0.931979915","0.534821214","-0.048888946","0.890123963","0.087487989","-0.61516123","0.395225994","-0.47026803","-0.156019498","-0.411875564","",""
