"area_symbol","county_name","state_name","x_centroid","y_centroid","soil_quality","carbon","water","Year","State","% Excellent_1","% Good_1","% Fair_1","% Poor_1","% Very Poor_1","% Excellent_2","% Good_2","% Fair_2","% Poor_2","% Very Poor_2","% Excellent_3","% Good_3","% Fair_3","% Poor_3","% Very Poor_3","% Excellent_4","% Good_4","% Fair_4","% Poor_4","% Very Poor_4","% Excellent_5","% Good_5","% Fair_5","% Poor_5","% Very Poor_5","% Excellent_6","% Good_6","% Fair_6","% Poor_6","% Very Poor_6","% Excellent_7","% Good_7","% Fair_7","% Poor_7","% Very Poor_7","% Excellent_8","% Good_8","% Fair_8","% Poor_8","% Very Poor_8","% Excellent_9","% Good_9","% Fair_9","% Poor_9","% Very Poor_9","% Excellent_10","% Good_10","% Fair_10","% Poor_10","% Very Poor_10","% Excellent_11","% Good_11","% Fair_11","% Poor_11","% Very Poor_11","% Excellent_12","% Good_12","% Fair_12","% Poor_12","% Very Poor_12","% Excellent_13","% Good_13","% Fair_13","% Poor_13","% Very Poor_13","% Excellent_14","% Good_14","% Fair_14","% Poor_14","% Very Poor_14","% Excellent_15","% Good_15","% Fair_15","% Poor_15","% Very Poor_15","% Excellent_16","% Good_16","% Fair_16","% Poor_16","% Very Poor_16","% Excellent_17","% Good_17","% Fair_17","% Poor_17","% Very Poor_17","% Excellent_18","% Good_18","% Fair_18","% Poor_18","% Very Poor_18","% Excellent_19","% Good_19","% Fair_19","% Poor_19","% Very Poor_19","% Excellent_20","% Good_20","% Fair_20","% Poor_20","% Very Poor_20","% Excellent_21","% Good_21","% Fair_21","% Poor_21","% Very Poor_21","% Excellent_22","% Good_22","% Fair_22","% Poor_22","% Very Poor_22","% Excellent_23","% Good_23","% Fair_23","% Poor_23","% Very Poor_23","Temperature_0.0","Temperature_1.0","Temperature_2.0","Temperature_3.0","Temperature_4.0","Temperature_5.0","Temperature_6.0","Temperature_7.0","Temperature_8.0","Temperature_9.0","Temperature_10.0","Temperature_11.0","Temperature_12.0","Temperature_13.0","Temperature_14.0","Temperature_15.0","Temperature_16.0","Temperature_17.0","Temperature_18.0","Temperature_19.0","Temperature_20.0","Vegetation_0.0","Vegetation_1.0","Vegetation_2.0","Vegetation_3.0","Vegetation_4.0","Vegetation_5.0","Vegetation_6.0","Vegetation_7.0","Vegetation_8.0","Vegetation_9.0","Vegetation_10.0","Vegetation_11.0","Vegetation_12.0","Vegetation_13.0","Vegetation_14.0","Vegetation_15.0","Vegetation_16.0","Vegetation_17.0","Vegetation_18.0","Vegetation_19.0","Vegetation_20.0","Yield","area_harvested"
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2001","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.60072078","76.59845582","71.55023338","20.25639427","77.36065888","8.810265731","70.1878002","65.19280719","32.04971841","55.24673085","47.8495594","2.642160828","70.99028954","17.14558936","59.02403403","50.18512613","12.68210443","47.99989359","48.72363417","20.03107338","38.10901044","0.095637136","-0.352303986","-0.896727555","-0.040741358","0.161607097","0.371172842","0.077309599","-0.675922411","0.52026122","0.722931428","0.751758913","-0.41334751","0.788518145","-0.262008128","-0.343247375","-0.708280191","0.144799427","-0.0169705","0.691916443","-0.246694769","0.972455844","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2002","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.69369506","51.31032353","53.22208766","57.31621841","3.758948166","52.6433318","1.996878333","49.58166587","72.56820595","75.35123666","65.66903819","74.63614899","53.46160322","73.07148369","16.16490458","51.48282611","70.01030079","17.82050875","34.84452367","4.030149165","5.884167537","-0.755348624","-0.73885461","-0.484963102","-0.925621046","-0.190075245","-0.748394703","0.085465199","-0.034880737","-0.238335567","-0.033024081","-0.802089186","-0.09305543","0.465100156","0.544371856","0.943478143","0.018033038","0.399638856","-0.053234114","0.766593564","0.957210443","0.860986522","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2003","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.52188693","42.43705917","12.61783121","36.18961054","27.18354164","67.96471141","5.350962325","67.67333221","30.33535154","52.18448148","45.93150415","31.71610261","55.29148712","20.6163407","26.38011426","21.44393586","18.42590121","32.68554686","30.83477333","51.05431182","50.81084586","-0.75424425","0.441201375","-0.593640106","-0.863642566","0.971393631","0.028075929","0.882694646","-0.055021605","0.796798829","0.454487939","0.389699248","0.117037462","-0.845063827","-0.247206527","0.789713147","-0.468227105","-0.03521453","-0.494038356","0.167048333","0.026177087","0.151977585","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2004","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.64503463","20.92394703","37.33727029","62.21957592","43.52646708","47.53056621","28.5408159","60.15148558","9.199546413","79.77500037","52.8390439","12.56433878","60.8155866","51.95876634","67.4440384","29.32385375","71.375352","56.31507062","6.31741753","8.105002386","39.09852984","-0.084171007","0.062669032","0.394498214","0.425128453","-0.643203629","-0.779491592","0.737158417","-0.00860725","-0.759041622","-0.630326822","-0.625235309","-0.102869059","-0.751748735","0.855309935","0.282439257","-0.607429278","-0.069323895","0.112568481","0.870171132","-0.277397781","-0.914478964","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2005","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.77878549","37.00599736","78.40902994","57.31242877","72.65144961","54.42601068","66.91358779","69.03791526","11.71697758","38.81254812","28.0907496","75.21385119","24.00032423","47.47204669","32.9491539","77.96128505","18.60619688","10.60697116","65.05449867","77.94641529","35.36772145","0.201594598","0.599082518","-0.42465052","-0.51631041","-0.610606414","0.185219204","-0.15331891","-0.580863145","0.373196779","-0.650618726","0.682423397","-0.28364718","-0.642037841","-0.371879425","0.38821568","0.503442647","-0.237652479","0.269442895","-0.443914897","-0.783810441","0.34827778","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2006","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.6731524","41.56870189","41.61457312","52.35829766","41.67467624","51.81389179","11.69773867","72.40400593","22.49262561","79.30068768","62.20952425","44.40132699","47.69627052","43.19296547","7.361612673","11.8441894","69.52124068","17.30718054","20.13147481","19.03219625","68.77037325","0.457525075","0.779340401","-0.18875614","0.426312005","-0.742343554","-0.755143938","-0.140280357","-0.419295085","-0.006798645","0.545582837","0.568068019","0.324784122","-0.877101974","0.058711412","-0.081172004","0.684530936","0.854792879","-0.477659472","-0.008760627","-0.568876587","-0.122345298","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2007","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.85524026","37.70450962","64.29500866","60.48145139","17.58870899","29.85024448","74.86693592","9.569507911","37.50749825","3.379687886","23.76953095","31.53976628","42.63413529","56.91776978","6.64012249","1.04080689","21.17010443","67.18365946","43.26322502","42.49386938","3.679430321","0.040327074","-0.748466561","0.869011944","-0.288260388","-0.445997491","-0.780554126","-0.05148075","0.944734581","-0.567234416","0.30178677","-0.947480756","0.792470861","0.53491848","-0.958420697","-0.662102092","-0.970104024","0.585501985","0.533115126","0.07693864","-0.253056065","0.594278976","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2008","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.65434735","28.12997038","53.46805843","26.43597457","73.2138982","7.030939145","59.28834037","50.04139476","60.0503996","30.98304793","37.83431533","25.02090395","21.25834081","51.88882545","26.17952264","34.59843163","9.798968064","21.24409007","66.74393276","13.71372242","62.26632016","0.096589407","-0.142554949","0.796518349","-0.159894961","-0.544682086","-0.294758915","-0.608690106","-0.95406467","0.79822318","-0.600610084","0.303373542","0.908664499","0.223096709","0.16314279","-0.990415074","-0.938283166","0.093446374","-0.264838219","-0.107024551","0.531229853","-0.306236202","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2009","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.56839887","30.72849059","38.97176312","31.20408831","44.97890565","45.36936899","73.80215346","44.4465389","10.18224094","65.58149326","11.03684594","9.975300879","8.553189448","25.02787407","8.417825836","52.09103605","9.339590309","22.30629022","37.0418989","42.50017984","60.24449157","0.730258127","0.535731316","-0.277501694","-0.731885059","-0.739711","0.967087401","0.194112739","-0.188544256","0.372906046","-0.245033442","0.939733941","-0.512004357","-0.182118776","-0.268046992","-0.990637803","-0.345774465","0.57463944","0.077308792","0.957017124","0.853431775","-0.895209766","",""
"GA619","Dade and Walker Counties","Georgia","964206.1801","1354969.277","0.293829648","150.3652122","570.5575292","2010","GEORGIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.99908635","75.3787561","46.20007143","54.12950104","59.80038303","30.97389092","46.09312257","49.74925088","58.75991484","77.1486094","36.08413833","27.37182645","57.30963937","27.56346877","19.72602299","71.16747549","10.83149786","9.84038978","68.69320759","13.85117375","28.31366204","0.627740511","0.479481031","0.755472265","0.040280855","0.087003147","0.367024877","-0.097159269","-0.626727862","0.728448853","0.027728001","-0.193981206","0.707456861","-0.952663806","0.071628714","-0.881978679","0.208220263","-0.088240735","0.195510848","0.3149005","-0.589512366","-0.768302248","",""
